file,genre,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
39.wav,pop,0.599026620388031,0.5641305446624756,0.6041485071182251,0.4979655146598816,0.4726255238056183,0.5165292620658875,0.5602349042892456,0.6452645659446716,0.5898531675338745,0.5657281279563904,0.561412513256073,0.5727263689041138,-245.10174560546875,92.23126220703124,14.56450653076172,62.01643753051758,-1.265625,31.48643493652344,3.114990472793579,20.25038719177246,2.89912223815918,4.681035995483398,6.716068267822266,-0.6892674565315247,3.897622346878052
13.wav,pop,0.5927106142044067,0.4474815428256988,0.4351474046707153,0.5110740065574646,0.633976936340332,0.7074323892593384,0.6241046786308289,0.5575827956199646,0.4601693451404571,0.4877160489559173,0.4231849908828735,0.4817069768905639,-67.70549774169922,158.69857788085938,-38.999305725097656,46.975704193115234,-21.53565788269043,31.220726013183597,-12.33733367919922,17.750154495239258,-7.951049327850342,7.610555171966553,-7.7254958152771,9.226191520690918,-1.982465744018555
12.wav,pop,0.4134972989559173,0.4643614292144775,0.3848580718040466,0.4605232179164886,0.3821253776550293,0.372898131608963,0.4036973714828491,0.4318922162055969,0.5687808990478516,0.4728475213050842,0.4480489790439605,0.4403100311756134,-131.30885314941406,175.67430114746094,-18.15426445007324,34.842769622802734,-5.956207275390625,25.18779182434082,-12.657448768615724,9.734829902648926,-1.192713737487793,4.455906391143799,-3.114353895187378,9.34645175933838,-1.7622582912445068
61.wav,pop,0.2829972505569458,0.278533011674881,0.3801622688770294,0.2637479901313782,0.2726676166057586,0.3164371252059936,0.3325156271457672,0.4517979621887207,0.3860518336296081,0.4665873050689697,0.3724627792835235,0.271358847618103,-201.2479705810547,160.71444702148438,-19.36237335205078,16.297029495239258,-1.4479292631149292,14.352521896362305,-14.05324935913086,13.88180160522461,-3.468688726425171,-1.5049959421157837,2.707496404647827,5.012619018554688,-7.705381393432617
75.wav,pop,0.4055005311965942,0.575054943561554,0.4734390079975128,0.4180013835430145,0.4346026480197906,0.5491045713424683,0.5810393691062927,0.5060590505599976,0.5218226909637451,0.4437671601772308,0.4828737080097198,0.4095032513141632,-109.52352142333984,143.96873474121094,-23.366195678710938,44.0577507019043,-2.352391242980957,38.57722473144531,-17.997224807739258,12.269445419311523,-9.019309043884276,11.538853645324709,-4.991852283477783,3.668201446533203,0.5500003099441528
49.wav,pop,0.4802807867527008,0.5090691447257996,0.5939783453941345,0.6884092688560486,0.6954329013824463,0.6338949203491211,0.5399297475814819,0.4940550625324249,0.5245908498764038,0.5387164950370789,0.5156117677688599,0.4849230945110321,-97.08464050292967,113.88195037841795,-16.087966918945312,63.04433441162109,-14.155562400817873,43.20577621459961,-9.664670944213867,26.26128196716309,-3.4434621334075928,14.486164093017578,1.1442793607711792,8.032596588134766,0.3496468663215637
48.wav,pop,0.4354296028614044,0.617273211479187,0.4234341382980346,0.3910520076751709,0.4423178136348724,0.4725134372711181,0.6632271409034729,0.4822026193141937,0.490664005279541,0.5569774508476257,0.4487136006355285,0.4122697710990906,-187.17840576171875,179.35305786132812,-9.070626258850098,26.782920837402344,-10.108542442321776,20.822927474975582,-0.3747338652610779,9.541180610656738,7.676932334899902,5.858388423919678,2.8903920650482178,7.197627067565918,6.2608723640441895
74.wav,pop,0.3515998721122741,0.3517164289951324,0.4368494153022766,0.375399500131607,0.3588384985923767,0.5156382918357849,0.4683232009410858,0.5165110230445862,0.4455271661281585,0.4415475726127624,0.5263603329658508,0.3996992707252502,-161.5270538330078,194.51112365722656,-10.375207901000977,33.64959716796875,7.19343900680542,24.474973678588867,-1.8269363641738887,3.7118911743164062,-1.366466403007507,3.132211208343506,-5.6206254959106445,4.415213584899902,-8.393548011779785
60.wav,pop,0.5035510659217834,0.3608613610267639,0.4538823962211609,0.4616377651691437,0.3445466458797455,0.3029579520225525,0.3642158806324005,0.6410501003265381,0.3794113099575043,0.3446570932865143,0.4473923444747925,0.4109518527984619,-262.2650146484375,127.01448059082033,26.948165893554688,30.85262489318848,-27.781049728393555,9.659700393676758,-14.623538970947266,5.302584648132324,-14.356863975524902,-7.676497459411621,-11.077688217163086,-0.8393855690956116,-4.291109085083008
76.wav,pop,0.4080460965633392,0.3859205543994903,0.4909915328025818,0.5005362629890442,0.4822545647621155,0.5936304926872253,0.4789958298206329,0.4437516033649444,0.4320953488349914,0.4941609799861908,0.5354954600334167,0.463062584400177,-202.28515625,169.3562774658203,1.0927232503890991,38.32348251342773,-4.044477939605713,27.986223220825195,-2.887519598007202,12.724560737609863,-7.365025043487549,7.007445335388184,5.386943340301514,3.636185884475708,1.158199429512024
62.wav,pop,0.5079818367958069,0.595338761806488,0.5028584599494934,0.48328697681427,0.5862894654273987,0.5363644957542419,0.5274202823638916,0.4872370362281799,0.5509950518608093,0.5696855783462524,0.4664735198020935,0.5126931667327881,-69.69837951660156,140.46401977539062,-35.15774917602539,56.11129379272461,-13.17696475982666,37.082401275634766,-11.08626651763916,15.05019760131836,-12.063748359680176,10.815515518188477,-8.756485939025879,10.832361221313477,0.35721555352211
89.wav,pop,0.2882965207099914,0.4149371683597564,0.4188010692596435,0.3972326219081878,0.4470335245132446,0.3842836916446686,0.4004924297332763,0.4263097643852234,0.45535808801651,0.5204698443412781,0.3951203823089599,0.3239592313766479,-161.9852294921875,148.39500427246094,-21.091291427612305,64.70287322998047,-9.243388175964355,24.053197860717773,-13.371255874633787,8.387989044189453,-1.4673559665679932,-0.6927909255027771,11.002294540405272,-5.291131496429443,3.338998556137085
88.wav,pop,0.4273981153964996,0.4408149123191833,0.4830849468708038,0.41841921210289,0.4635775685310364,0.378730833530426,0.3103218376636505,0.3370004892349243,0.3929388225078583,0.5613822937011719,0.4591299891471863,0.4003085792064667,-286.9643249511719,160.53822326660156,7.539116859436035,38.24270248413086,9.084381103515623,15.754440307617188,2.998504161834717,1.0504745244979858,4.509652614593506,-3.7895352840423584,0.8353620767593384,8.696383476257324,3.6933770179748535
63.wav,pop,0.4219380915164947,0.4186449348926544,0.434558093547821,0.4827022850513458,0.4443053901195526,0.3889421224594116,0.3864907622337341,0.3908794820308685,0.5024450421333313,0.4241141080856323,0.3961839079856872,0.497398316860199,-166.04229736328125,120.82463836669922,-15.289399147033691,55.11154174804688,-29.947250366210938,27.402416229248047,-15.3440580368042,15.63574504852295,-14.175047874450684,4.32580041885376,-5.555033683776856,3.00358247756958,-2.813496351242065
77.wav,pop,0.6380233764648438,0.5102980732917786,0.5029091835021973,0.4872487783432007,0.5344752669334412,0.6337874531745911,0.5070069432258606,0.4997739791870117,0.4180799722671509,0.5044719576835632,0.4521826207637787,0.4594762325286865,-40.054718017578125,163.91653442382812,-35.98420715332031,41.92279052734375,-16.481281280517578,33.17572784423828,-15.90649127960205,18.137739181518555,-15.79911994934082,17.1022891998291,-8.44507122039795,9.43001937866211,-2.9183075428009038
9.wav,pop,0.4629130959510803,0.4616657793521881,0.5515891313552856,0.4889037609100342,0.3334088027477264,0.3786442875862121,0.3160110116004944,0.4577238857746124,0.2850188016891479,0.2369754910469055,0.3105457425117492,0.3385491669178009,-283.6052551269531,202.002197265625,5.3363847732543945,25.69050407409668,8.759903907775879,12.998950004577637,-6.907617092132568,8.257786750793457,4.781832695007324,-7.784983158111572,2.681645393371582,3.32299280166626,-3.1764626502990723
73.wav,pop,0.4535492062568664,0.4210257232189178,0.3699281811714172,0.3869946002960205,0.4155516922473907,0.5412527918815613,0.4117788672447204,0.3571276664733886,0.4334559738636017,0.4042525291442871,0.3017750978469848,0.3267100155353546,-195.4864654541016,125.15780639648438,-9.087307929992676,77.84528350830078,-9.865052223205566,34.874813079833984,-5.631638050079346,10.050458908081056,-5.249201774597168,-4.907165050506592,9.547417640686035,-7.08608341217041,-0.2097735255956649
67.wav,pop,0.3392832279205322,0.3708804249763489,0.407211035490036,0.470183253288269,0.6499967575073242,0.6528404355049133,0.5475214719772339,0.4770544171333313,0.4120494723320007,0.3918217122554779,0.3608498275279999,0.3698483407497406,-207.39596557617188,157.94154357910156,-1.0987588167190552,44.81445693969727,5.099779605865479,27.251020431518555,-3.1954915523529053,6.339608669281006,5.883421897888184,12.41080093383789,4.379894256591797,-4.343838214874268,2.4193685054779053
98.wav,pop,0.4805029928684234,0.5444780588150024,0.4647285044193268,0.4385231137275696,0.3775253891944885,0.3990440368652344,0.4003641903400421,0.3941374123096466,0.4988746345043182,0.4742882847785949,0.5357266068458557,0.5330794453620911,-95.71365356445312,148.76853942871094,-48.33917999267578,35.37321853637695,-22.92373275756836,36.3933219909668,-8.321355819702148,7.960636615753174,-6.922156810760498,5.149716854095459,1.129446506500244,0.8775644302368164,1.749807357788086
99.wav,pop,0.4405708014965057,0.6216742992401123,0.4289024472236633,0.4899817705154419,0.5488859415054321,0.559440016746521,0.6722146272659302,0.5476864576339722,0.4933420717716217,0.44141286611557,0.4842566251754761,0.404785007238388,-145.47171020507812,192.61163330078125,-20.041040420532227,28.213794708251957,-2.791651964187622,23.783004760742188,-4.551466464996338,13.297533988952637,5.875481605529785,-1.6320081949234009,-7.981744766235352,1.959028720855713,-0.5559040904045105
66.wav,pop,0.5677502751350403,0.4156929552555084,0.369955450296402,0.3625137507915497,0.4424053728580475,0.3498328030109405,0.3472299575805664,0.4256158471107483,0.3977991640567779,0.4874296486377716,0.5086565613746643,0.5729252696037292,-162.6446075439453,139.5340576171875,-21.24133682250977,61.25826644897461,-9.90742015838623,18.301193237304688,-15.65380573272705,11.525739669799805,-13.776049613952637,-0.4820696711540222,0.0379490666091442,-5.194156169891357,-7.320184230804443
72.wav,pop,0.4358066320419311,0.3691261112689972,0.4709950089454651,0.3433624505996704,0.4122518301010132,0.3452386260032654,0.3147101402282715,0.3453651368618011,0.3257551789283752,0.3545165061950683,0.2664498090744018,0.4135254919528961,-210.96424865722656,171.48577880859375,-24.42632293701172,28.078399658203125,-6.82477617263794,13.615883827209473,-0.5460087060928345,6.038427829742432,-2.454193592071533,-6.4236907958984375,-2.2327120304107666,-2.616368293762207,0.3011808097362518
8.wav,pop,0.6111831665039062,0.513799786567688,0.4767818450927734,0.464015394449234,0.5352926254272461,0.5462492108345032,0.4788661003112793,0.573960542678833,0.4310778975486755,0.3284496963024139,0.3184272646903991,0.4508959949016571,-321.5014038085937,157.36012268066406,23.27672576904297,42.01922225952149,7.665920734405518,20.96905899047852,1.9620288610458372,3.649632453918457,3.284585237503052,-12.612051010131836,-4.7212419509887695,-6.345062732696533,-6.535684108734131
58.wav,pop,0.5965509414672852,0.4313554167747497,0.3981330692768097,0.457911878824234,0.4088373780250549,0.5059260129928589,0.3956452906131744,0.5461557507514954,0.455250084400177,0.3763790428638458,0.3831135332584381,0.3984161615371704,-157.98362731933594,147.24461364746094,-38.80571365356445,26.10968017578125,-4.695842266082764,23.994171142578125,-11.77344036102295,10.455506324768066,-9.465143203735352,6.812573432922363,-4.774294376373291,2.558174133300781,-0.5446079969406128
64.wav,pop,0.433544397354126,0.3468949794769287,0.3014311790466308,0.3766945004463196,0.4147510528564453,0.3571367561817169,0.3863676488399505,0.3922421932220459,0.5709717869758606,0.5464634895324707,0.4841656982898712,0.5197113752365112,-266.6455078125,171.07655334472656,27.34716415405273,43.43981552124024,-6.5206732749938965,26.49372100830078,-2.899041175842285,4.31778621673584,-0.8735456466674805,-3.1625232696533203,-7.841047763824463,-3.301072120666504,-0.819127082824707
70.wav,pop,0.5296346545219421,0.3311172723770141,0.3180342614650726,0.2545118927955627,0.2696560025215149,0.3182980716228485,0.2245713174343109,0.299460619688034,0.2429341971874237,0.3909775614738464,0.3869763314723968,0.3294608294963836,-269.5104064941406,195.41043090820312,27.21613311767578,12.376150131225586,-19.541547775268555,0.261871337890625,-7.15116024017334,1.6387643814086914,-6.784663200378418,-3.646031618118286,-3.840686321258545,-5.898155689239502,-3.836975336074829
71.wav,pop,0.6221889853477478,0.5262449383735657,0.5003840923309326,0.5435484647750854,0.563973069190979,0.6214483380317688,0.5277387499809265,0.5909619331359863,0.5140856504440308,0.485038548707962,0.5275739431381226,0.5343529582023621,-174.2403564453125,137.4289093017578,-31.52340316772461,47.99407196044922,-19.43942070007324,23.712162017822266,-1.4223803281784058,5.0203070640563965,3.451087713241577,13.278620719909668,5.188602924346924,9.766071319580078,8.603171348571777
65.wav,pop,0.5272831320762634,0.5759528875350952,0.5159605741500854,0.5332228541374207,0.5750404000282288,0.5310651659965515,0.4253942370414734,0.3209530115127563,0.3122819066047668,0.3177985846996307,0.4444865584373474,0.535232424736023,-198.92323303222656,111.87077331542967,10.605182647705078,61.01799774169922,-2.991363525390625,37.45744323730469,-6.306601524353027,21.711261749267575,-7.577610015869141,11.776350021362305,-8.372382164001465,9.71791648864746,-6.127447605133057
59.wav,pop,0.5710710883140564,0.4187879860401153,0.3707371652126312,0.3612573742866516,0.4423784613609314,0.3538016080856323,0.3432301580905914,0.4272949695587158,0.3957591652870178,0.4848005771636963,0.507758378982544,0.5708381533622742,-164.588623046875,147.73568725585938,-29.373912811279297,67.25370025634766,-13.674148559570312,19.82790184020996,-15.263103485107422,8.663522720336914,-9.075397491455078,-7.42421817779541,7.686718940734863,-13.723950386047363,0.502647340297699
40.wav,pop,0.6296824216842651,0.567230761051178,0.5277614593505859,0.5264002084732056,0.613262951374054,0.5199769139289856,0.4404912889003753,0.5227118730545044,0.4525795876979828,0.3876073956489563,0.4231428802013397,0.5184614658355713,-228.8677215576172,170.75247192382812,-25.16801643371582,52.994266510009766,16.410154342651367,7.260504722595215,14.864264488220217,0.3144888579845428,-1.403225302696228,0.5379140973091125,1.7378671169281006,-2.6794238090515137,-1.4875831604003906
54.wav,pop,0.4987138211727142,0.5347525477409363,0.6646068692207336,0.5983362793922424,0.5376266241073608,0.5614362955093384,0.5816277861595154,0.5821959972381592,0.5274916887283325,0.5342440605163574,0.4820296764373779,0.4731113016605377,-262.6194763183594,141.87796020507812,13.724193572998049,31.21647071838379,14.5631742477417,20.74082565307617,2.156469821929932,5.693496227264404,3.770261764526367,13.938355445861816,6.242756366729736,0.1198424324393272,0.7990317940711975
6.wav,pop,0.305450826883316,0.3590858280658722,0.3659102320671081,0.4692795574665069,0.714208722114563,0.5269461870193481,0.309114009141922,0.258817046880722,0.3657305538654327,0.5070546865463257,0.3838744461536407,0.3424013555049896,-197.9015350341797,126.730224609375,-19.899738311767575,44.09426498413086,-14.517473220825195,31.443845748901367,-13.727286338806152,8.632197380065918,-14.457575798034668,7.689620971679687,-12.454195022583008,-1.814036846160889,-7.550191402435303
68.wav,pop,0.3339279294013977,0.393743634223938,0.5058095455169678,0.4687645435333252,0.4774192869663238,0.4438416659832001,0.4820688962936401,0.5373549461364746,0.4898552000522613,0.6246036887168884,0.4894912838935852,0.3573184013366699,-118.27277374267578,159.90325927734375,-16.60266876220703,51.43865585327149,-8.323968887329102,27.14470672607422,-14.712797164916992,15.297001838684082,-6.889455795288086,6.935660362243652,-0.9505917429924012,0.900727927684784,-4.926082134246826
83.wav,pop,0.4918155372142792,0.5299561619758606,0.673912525177002,0.5101324915885925,0.4282813966274261,0.368045449256897,0.3794545531272888,0.3596975207328796,0.4556704759597778,0.5705689191818237,0.5000436902046204,0.5344901084899902,-159.44189453125,151.58663940429688,-14.042754173278809,39.61481857299805,-3.637529373168945,21.90070915222168,-10.908984184265137,17.799097061157227,-3.953089714050293,12.078757286071776,0.7093008756637573,-0.7826364040374756,0.108260378241539
97.wav,pop,0.4966377019882202,0.554830014705658,0.6083973050117493,0.4232389628887176,0.4247262179851532,0.3931016623973846,0.5024038553237915,0.528761625289917,0.4152341485023498,0.4107566773891449,0.3492457270622253,0.4713270962238312,-115.3525161743164,152.38002014160156,-64.57466888427734,56.54711532592773,-10.97837734222412,22.50369644165039,-13.708065032958984,10.681111335754396,-1.01050066947937,4.372897624969482,6.496776580810547,-12.567169189453123,1.959705829620361
96.wav,pop,0.4432877004146576,0.3464713096618652,0.3324898183345794,0.483112633228302,0.6850051283836365,0.5126384496688843,0.4064037501811981,0.4230047762393951,0.5103799700737,0.4018866717815399,0.4196317493915558,0.6052753925323486,-157.38623046875,163.61073303222656,-1.986770272254944,47.82344055175781,-0.2118315696716308,25.767454147338867,-11.56258773803711,17.034963607788086,-4.953422546386719,14.004034996032717,-0.5525798797607422,0.5540592670440674,-2.593130350112915
82.wav,pop,0.7093551158905029,0.5423057675361633,0.4317371845245361,0.5415834188461304,0.5776513814926147,0.6832477450370789,0.5721147060394287,0.5417571663856506,0.5148172974586487,0.4821879267692566,0.4787738025188446,0.5422956347465515,-112.30519104003906,181.0598297119141,-30.91256523132324,30.96514129638672,4.826295375823975,33.463802337646484,-13.394110679626465,13.572697639465332,-3.086721658706665,5.946957588195801,-5.026042461395264,8.466822624206543,-2.3214094638824463
69.wav,pop,0.3788796365261078,0.3988628089427948,0.3095280230045318,0.3883208036422729,0.3513819873332977,0.4547622203826904,0.5142223238945007,0.4265029430389404,0.522014856338501,0.397358238697052,0.490360677242279,0.4781342446804046,-244.48757934570312,141.78282165527344,-51.78974151611328,9.669949531555176,1.992276668548584,6.976700782775879,5.377275466918945,3.9114623069763184,-4.887618541717529,-1.1750704050064087,3.172981023788452,-0.0678568333387374,-0.6878932118415833
55.wav,pop,0.5019785165786743,0.3829276263713836,0.3577284216880798,0.3144771158695221,0.3657861649990082,0.4274965524673462,0.4108588695526123,0.6202592253684998,0.4751348495483398,0.4200448095798492,0.3650206625461578,0.379029631614685,-125.45187377929688,139.00408935546875,-6.6272501945495605,53.73885726928711,-12.84414768218994,28.37272453308105,-15.071592330932615,17.749298095703125,-8.930398941040039,10.851844787597656,0.485588937997818,3.741438150405884,-6.427031993865967
7.wav,pop,0.5519176125526428,0.5251092910766602,0.4973283112049103,0.6222181916236877,0.5370178818702698,0.4738607406616211,0.5654554963111877,0.5200550556182861,0.5146182775497437,0.4547914266586303,0.4952713847160339,0.583214521408081,-241.6682281494141,181.8409118652344,28.3819522857666,27.51055908203125,10.867757797241213,25.774845123291016,-2.414784669876098,13.509836196899414,-6.434835910797119,4.454206943511963,4.445221900939941,4.545426368713379,4.014843463897705
41.wav,pop,0.4126900434494018,0.3361150622367859,0.327662855386734,0.2910670042037964,0.4398837685585022,0.5760217905044556,0.3694500029087066,0.3808231949806213,0.358215183019638,0.5424274802207947,0.4265786409378052,0.3293923139572143,-68.02301788330078,145.74652099609375,-42.91276168823242,42.9583740234375,-21.606687545776367,41.45912551879883,-33.552024841308594,19.33028030395508,-11.301310539245604,7.457222461700439,-5.471085548400879,5.136370658874512,-3.660395383834839
5.wav,pop,0.5114554762840271,0.4649212658405304,0.5420079231262207,0.4813455641269684,0.398360401391983,0.3681953847408294,0.4311099946498871,0.5678204298019409,0.4927620887756347,0.483206570148468,0.4464926421642303,0.4801328182220459,-162.906005859375,128.4451446533203,-11.784082412719728,57.41034698486328,-10.19384479522705,33.426002502441406,-17.14053726196289,15.698325157165527,-7.388962268829346,6.888576984405518,-2.937288761138916,2.2117722034454346,-1.2163323163986206
57.wav,pop,0.6319657564163208,0.4923421740531921,0.4663873016834259,0.4255917966365814,0.4413449168205261,0.3820074498653412,0.3096357882022857,0.4135113656520843,0.3750388920307159,0.4497941732406616,0.3753764629364013,0.4523305296897888,-86.04116821289062,134.22154235839844,-32.48090744018555,64.74128723144531,-21.84189224243164,38.306941986083984,-23.41011428833008,20.595142364501957,-2.7646138668060303,9.030889511108398,2.277754068374634,5.031676769256592,-7.103003978729248
43.wav,pop,0.5489682555198669,0.5135607719421387,0.5375294089317322,0.5490167140960693,0.5701166391372681,0.578594982624054,0.5591505169868469,0.6173827052116394,0.677632749080658,0.698310911655426,0.6520190238952637,0.6058629751205444,-179.26437377929688,138.57716369628906,-35.71540069580078,49.17976379394531,9.282711029052734,19.61592674255371,-11.366740226745604,20.316415786743164,3.254405975341797,10.85819149017334,2.664785146713257,7.449903964996338,-0.8066150546073914
94.wav,pop,0.4679611623287201,0.5210400223731995,0.5268456339836121,0.4357650876045227,0.4726596474647522,0.3648765683174133,0.3725399672985077,0.4786082506179809,0.4707071781158447,0.5217770934104919,0.4122378826141357,0.4057658314704895,-110.68024444580078,153.19717407226562,-55.07178115844727,61.05677795410156,-9.720836639404297,26.495206832885746,-13.486327171325684,11.809250831604004,-2.4822680950164795,0.9529542922973632,4.24176836013794,-11.760087966918944,3.5871050357818604
80.wav,pop,0.4068114161491394,0.4591297805309295,0.5713520646095276,0.4975192844867706,0.5973609685897827,0.5125304460525513,0.5014781355857849,0.4807802140712738,0.5356726050376892,0.5082384943962097,0.4722854495048523,0.6123703718185425,-102.10370635986328,148.02337646484375,-31.31254196166992,51.13258361816406,-4.981326103210449,36.7724838256836,-13.154369354248049,25.276348114013672,-8.061418533325195,16.780305862426758,-1.4376100301742554,4.492217540740967,-3.835066080093384
81.wav,pop,0.7481476068496704,0.5497180223464966,0.3303367793560028,0.2871585190296173,0.3516533374786377,0.2598678767681122,0.1751859337091446,0.2590164542198181,0.278428316116333,0.3044174015522003,0.3671895265579223,0.5570968389511108,-319.264404296875,141.39842224121094,57.00164413452149,46.86253356933594,19.91522216796875,26.808523178100582,-1.1151649951934814,8.328914642333984,-10.452920913696287,0.003917817492038,-5.285035610198975,-2.9074809551239014,-10.686551094055176
95.wav,pop,0.4755701124668121,0.4538881480693817,0.5965175628662109,0.452192485332489,0.3988415896892547,0.3241816163063049,0.3447129428386688,0.4445030689239502,0.4393765926361084,0.4949296116828918,0.4170766174793243,0.4416644275188446,-50.52885818481445,135.2261199951172,-33.590965270996094,63.645050048828125,-21.973363876342773,39.655181884765625,-17.498519897460938,15.867298126220703,-10.584392547607422,9.405112266540527,-5.87882137298584,0.6455303430557251,-1.8487929105758667
42.wav,pop,0.3528076112270355,0.3226731121540069,0.4028633236885071,0.3563983142375946,0.323436826467514,0.2662926316261291,0.3715396225452423,0.6210658550262451,0.4956858158111572,0.4613826870918274,0.3609972298145294,0.3776004314422607,-168.0501251220703,129.056640625,5.291937828063965,48.28497695922852,-13.021342277526855,28.53707504272461,-14.691017150878906,17.699138641357422,-10.51492977142334,2.906126976013184,-2.1113975048065186,-1.8276190757751465,-8.917876243591309
4.wav,pop,0.5691689252853394,0.482067346572876,0.4885823726654053,0.4926450848579407,0.5044689178466797,0.5824700593948364,0.502228319644928,0.440484881401062,0.4745022356510162,0.5372617244720459,0.6580292582511902,0.6183174848556519,-161.52183532714844,159.9532470703125,-6.934412479400635,45.31896209716797,6.391583442687988,29.80110740661621,-6.601921558380127,15.041357040405272,-0.2772957384586334,5.294350624084473,-5.711678981781006,4.1474199295043945,-0.9421291947364808
